iter	Passed	Remaining
203	2139	8347
204	2148	8331
205	2157	8316
206	2167	8303
207	2176	8285
208	2186	8275
209	2195	8259
210	2204	8245
211	2214	8229
212	2223	8214
213	2233	8201
214	2241	8185
215	2251	8171
216	2261	8159
217	2271	8146
218	2278	8124
219	2289	8116
220	2301	8113
221	2310	8095
222	2322	8092
223	2335	8090
224	2342	8069
225	2360	8084
226	2377	8094
227	2390	8095
228	2408	8109
229	2424	8118
230	2438	8117
231	2451	8113
232	2459	8095
233	2471	8090
234	2483	8085
235	2492	8069
236	2503	8060
237	2514	8051
238	2523	8034
239	2535	8027
240	2545	8016
241	2554	8000
242	2566	7994
243	2574	7977
244	2585	7968
245	2597	7962
246	2607	7948
247	2619	7942
248	2631	7936
249	2640	7921
250	2651	7912
251	2661	7901
252	2671	7887
253	2681	7874
254	2689	7857
255	2699	7844
256	2709	7833
257	2718	7819
258	2729	7808
259	2738	7794
260	2748	7780
261	2757	7768
262	2766	7751
263	2775	7737
264	2784	7721
265	2793	7707
266	2801	7691
267	2812	7681
268	2820	7665
269	2830	7652
270	2839	7638
271	2849	7625
272	2858	7613
273	2867	7598
274	2877	7584
275	2885	7569
276	2894	7555
277	2902	7539
278	2911	7523
279	2920	7510
280	2929	7494
281	2939	7485
282	2949	7472
283	2959	7461
284	2969	7450
285	2978	7435
286	2988	7424
287	2997	7411
288	3006	7397
289	3015	7383
290	3025	7371
291	3034	7358
292	3042	7342
293	3052	7330
294	3062	7318
295	3072	7306
296	3079	7288
297	3087	7272
298	3094	7256
299	3104	7242
300	3112	7226
301	3120	7212
302	3128	7196
303	3136	7181
304	3144	7164
305	3155	7156
306	3164	7143
307	3174	7131
308	3184	7120
309	3192	7106
310	3202	7094
311	3211	7081
312	3220	7068
313	3229	7055
314	3238	7041
315	3248	7031
316	3257	7019
317	3268	7009
318	3276	6995
319	3286	6983
320	3295	6971
321	3304	6958
322	3313	6945
323	3322	6932
324	3331	6920
325	3340	6906
326	3349	6894
327	3359	6882
328	3369	6872
329	3379	6861
330	3387	6847
331	3397	6835
332	3405	6820
333	3414	6809
334	3423	6795
335	3432	6783
336	3441	6770
337	3452	6762
338	3463	6752
339	3473	6743
340	3484	6734
341	3494	6723
342	3502	6708
343	3515	6703
344	3524	6691
345	3535	6682
346	3549	6679
347	3558	6667
348	3570	6659
349	3583	6654
350	3597	6652
351	3606	6638
352	3618	6632
353	3631	6626
354	3644	6622
355	3656	6614
356	3666	6604
357	3681	6601
358	3695	6597
359	3704	6586
360	3716	6578
361	3726	6568
362	3736	6556
363	3746	6546
364	3756	6535
365	3766	6524
366	3776	6514
367	3786	6503
368	3794	6489
369	3803	6476
370	3812	6463
371	3821	6451
372	3830	6438
373	3839	6427
374	3848	6414
375	3856	6400
376	3865	6387
377	3874	6376
378	3883	6363
379	3892	6351
380	3902	6339
381	3910	6326
382	3919	6314
383	3928	6301
384	3937	6290
385	3946	6277
386	3955	6265
387	3964	6252
388	3973	6241
389	3982	6228
390	3992	6218
391	4002	6208
392	4011	6196
393	4021	6185
394	4030	6173
395	4039	6161
396	4047	6148
397	4056	6135
398	4065	6123
399	4073	6110
400	4082	6098
401	4091	6086
402	4101	6076
403	4110	6063
404	4119	6051
405	4127	6039
406	4136	6027
407	4146	6015
408	4155	6003
409	4164	5992
410	4172	5979
411	4181	5968
412	4189	5954
413	4199	5944
414	4208	5932
415	4218	5922
416	4226	5908
417	4236	5898
418	4245	5886
419	4254	5874
420	4263	5863
421	4272	5851
422	4281	5839
423	4289	5827
424	4299	5816
425	4307	5804
426	4317	5794
427	4328	5785
428	4338	5774
429	4347	5763
430	4356	5751
431	4365	5740
432	4374	5728
433	4383	5716
434	4393	5706
435	4401	5694
436	4412	5684
437	4420	5672
438	4429	5660
439	4438	5649
440	4448	5638
441	4456	5626
442	4465	5615
443	4475	5604
444	4483	5592
445	4492	5580
446	4501	5569
447	4511	5559
448	4520	5547
449	4530	5537
450	4539	5526
451	4548	5514
452	4557	5503
453	4566	5491
454	4575	5480
455	4584	5469
456	4593	5458
457	4602	5446
458	4613	5437
459	4622	5426
460	4631	5414
461	4640	5404
462	4649	5392
463	4658	5381
464	4667	5369
465	4676	5358
466	4684	5346
467	4693	5335
468	4702	5324
469	4712	5313
470	4721	5302
471	4729	5290
472	4738	5279
473	4747	5268
474	4756	5257
475	4765	5246
476	4774	5235
477	4786	5226
478	4795	5215
479	4804	5205
480	4813	5193
481	4823	5184
482	4832	5173
483	4842	5162
484	4851	5151
485	4860	5140
486	4869	5129
487	4878	5118
488	4888	5108
489	4897	5097
490	4906	5086
491	4915	5075
492	4926	5066
493	4936	5056
494	4945	5045
495	4954	5034
496	4963	5023
497	4972	5012
498	4980	5000
499	4989	4989
500	4998	4978
501	5007	4967
502	5017	4957
503	5026	4946
504	5036	4936
505	5045	4925
506	5054	4915
507	5063	4904
508	5072	4893
509	5081	4881
510	5089	4870
511	5098	4859
512	5107	4848
513	5117	4838
514	5126	4827
515	5135	4817
516	5144	4806
517	5154	4796
518	5163	4785
519	5173	4775
520	5183	4765
521	5192	4754
522	5201	4744
523	5210	4732
524	5219	4722
525	5229	4712
526	5238	4701
527	5248	4691
528	5257	4680
529	5266	4669
530	5274	4658
531	5283	4648
532	5292	4637
533	5301	4626
534	5311	4616
535	5320	4606
536	5331	4596
537	5340	4585
538	5349	4575
539	5358	4564
540	5367	4554
541	5376	4543
542	5385	4532
543	5394	4521
544	5403	4511
545	5412	4500
546	5420	4489
547	5429	4478
548	5438	4467
549	5448	4458
550	5460	4449
551	5470	4439
552	5480	4430
553	5490	4419
554	5499	4409
555	5508	4398
556	5517	4388
557	5527	4378
558	5535	4367
559	5546	4357
560	5555	4347
561	5565	4337
562	5574	4327
563	5583	4316
564	5593	4306
565	5602	4295
566	5611	4285
567	5621	4275
568	5631	4265
569	5643	4257
570	5654	4248
571	5665	4239
572	5676	4229
573	5686	4220
574	5696	4210
575	5707	4201
576	5716	4190
577	5726	4181
578	5737	4172
579	5748	4162
580	5759	4153
581	5771	4144
582	5781	4135
583	5792	4125
584	5801	4115
585	5809	4104
586	5819	4094
587	5828	4083
588	5837	4073
589	5846	4062
590	5856	4052
591	5865	4042
592	5876	4033
593	5887	4024
594	5897	4014
595	5908	4005
596	5919	3995
597	5929	3985
598	5939	3976
599	5951	3967
600	5962	3958
601	5974	3949
602	5985	3940
603	5996	3931
604	6007	3922
605	6018	3912
606	6028	3902
607	6037	3892
608	6046	3881
609	6055	3871
610	6065	3861
611	6073	3850
612	6083	3840
613	6092	3830
614	6102	3820
615	6110	3809
616	6120	3799
617	6131	3789
618	6141	3780
619	6153	3771
620	6162	3760
621	6173	3752
622	6186	3743
623	6199	3735
624	6208	3725
625	6221	3716
626	6234	3708
627	6245	3699
628	6255	3689
629	6267	3681
630	6279	3671
631	6286	3660
632	6298	3651
633	6306	3640
634	6317	3631
635	6328	3621
636	6337	3611
637	6348	3602
638	6355	3590
639	6365	3580
640	6377	3571
641	6388	3562
642	6401	3554
643	6413	3545
644	6424	3535
645	6435	3526
646	6448	3518
647	6461	3510
648	6472	3500
649	6487	3493
650	6498	3483
651	6512	3475
652	6522	3466
653	6532	3456
654	6543	3446
655	6552	3436
656	6562	3426
657	6571	3415
658	6581	3405
659	6592	3395
660	6601	3385
661	6610	3374
662	6619	3364
663	6628	3353
664	6636	3343
665	6646	3333
666	6655	3322
667	6664	3312
668	6673	3301
669	6682	3291
670	6692	3281
671	6702	3271
672	6712	3261
673	6723	3251
674	6733	3241
675	6744	3232
676	6755	3222
677	6765	3213
678	6776	3203
679	6787	3194
680	6797	3184
681	6808	3174
682	6820	3165
683	6830	3155
684	6841	3145
685	6851	3136
686	6861	3125
687	6870	3115
688	6879	3105
689	6889	3095
690	6897	3084
691	6908	3074
692	6918	3064
693	6927	3054
694	6937	3044
695	6946	3034
696	6956	3023
697	6965	3013
698	6974	3003
699	6985	2993
700	6995	2983
701	7005	2973
702	7015	2963
703	7024	2953
704	7034	2943
705	7043	2933
706	7053	2923
707	7062	2912
708	7071	2902
709	7081	2892
710	7089	2881
711	7099	2871
712	7108	2861
713	7118	2851
714	7130	2842
715	7141	2832
716	7152	2823
717	7163	2813
718	7173	2803
719	7184	2793
720	7195	2784
721	7206	2774
722	7217	2765
723	7228	2755
724	7239	2745
725	7250	2736
726	7261	2726
727	7270	2716
728	7281	2706
729	7289	2696
730	7299	2685
731	7307	2675
732	7317	2665
733	7327	2655
734	7336	2644
735	7345	2634
736	7354	2624
737	7363	2614
738	7372	2603
739	7381	2593
740	7389	2582
741	7398	2572
742	7408	2562
743	7417	2552
744	7427	2542
745	7436	2532
746	7446	2521
747	7456	2512
748	7467	2502
749	7478	2492
750	7487	2482
751	7496	2472
752	7506	2462
753	7514	2451
754	7524	2441
755	7537	2432
756	7547	2422
757	7556	2412
758	7563	2401
759	7571	2391
760	7579	2380
761	7586	2369
762	7594	2359
763	7602	2348
764	7611	2338
765	7618	2327
766	7627	2317
767	7634	2306
768	7643	2296
769	7653	2286
770	7662	2275
771	7672	2265
772	7680	2255
773	7689	2245
774	7695	2234
775	7702	2223
776	7709	2212
777	7717	2202
778	7726	2191
779	7734	2181
780	7742	2171
781	7748	2160
782	7757	2149
783	7764	2139
784	7772	2128
785	7779	2118
786	7788	2107
787	7795	2097
788	7803	2086
789	7811	2076
790	7819	2066
791	7827	2055
792	7836	2045
793	7845	2035
794	7854	2025
795	7861	2014
796	7869	2004
797	7877	1994
798	7885	1983
799	7892	1973
800	7900	1962
801	7906	1952
802	7913	1941
803	7921	1931
804	7929	1920
805	7937	1910
806	7944	1899
807	7952	1889
808	7959	1879
809	7968	1869
810	7977	1859
811	7985	1848
812	7993	1838
813	8003	1828
814	8013	1818
815	8024	1809
816	8035	1799
817	8046	1790
818	8058	1780
819	8069	1771
820	8078	1761
821	8086	1751
822	8093	1740
823	8102	1730
824	8110	1720
825	8119	1710
826	8130	1700
827	8139	1690
828	8151	1681
829	8164	1672
830	8175	1662
831	8186	1652
832	8196	1643
833	8204	1633
834	8214	1623
835	8223	1613
836	8232	1603
837	8241	1593
838	8251	1583
839	8262	1573
840	8271	1563
841	8281	1554
842	8290	1544
843	8299	1534
844	8309	1524
845	8318	1514
846	8328	1504
847	8336	1494
848	8346	1484
849	8355	1474
850	8365	1464
851	8375	1454
852	8384	1444
853	8394	1435
854	8403	1425
855	8413	1415
856	8421	1405
857	8430	1395
858	8439	1385
859	8448	1375
860	8458	1365
861	8467	1355
862	8476	1345
863	8485	1335
864	8495	1325
865	8504	1315
866	8513	1306
867	8523	1296
868	8531	1286
869	8541	1276
870	8549	1266
871	8559	1256
872	8569	1246
873	8579	1236
874	8589	1227
875	8599	1217
876	8611	1207
877	8621	1198
878	8632	1188
879	8642	1178
880	8653	1168
881	8663	1159
882	8673	1149
883	8684	1139
884	8695	1129
885	8706	1120
886	8716	1110
887	8728	1100
888	8738	1091
889	8749	1081
890	8758	1071
891	8767	1061
892	8776	1051
893	8786	1041
894	8794	1031
895	8804	1021
896	8812	1011
897	8822	1002
898	8830	992
899	8840	982
900	8848	972
901	8857	962
902	8867	952
903	8876	942
904	8886	932
905	8894	922
906	8904	913
907	8913	903
908	8923	893
909	8932	883
910	8940	873
911	8949	863
912	8958	853
913	8968	843
914	8976	833
915	8985	823
916	8993	813
917	9004	804
918	9013	794
919	9022	784
920	9031	774
921	9040	764
922	9049	754
923	9058	745
924	9067	735
925	9076	725
926	9087	715
927	9098	705
928	9107	696
929	9118	686
930	9126	676
931	9136	666
932	9144	656
933	9154	646
934	9166	637
935	9178	627
936	9190	617
937	9202	608
938	9214	598
939	9225	588
940	9237	579
941	9249	569
942	9260	559
943	9271	550
944	9282	540
945	9293	530
946	9303	520
947	9314	510
948	9325	501
949	9334	491
950	9344	481
951	9352	471
952	9362	461
953	9371	451
954	9380	442
955	9389	432
956	9400	422
957	9409	412
958	9418	402
959	9428	392
960	9436	382
961	9446	373
962	9457	363
963	9468	353
964	9478	343
965	9487	333
966	9497	324
967	9506	314
968	9517	304
969	9527	294
970	9536	284
971	9545	274
972	9553	265
973	9562	255
974	9571	245
975	9580	235
976	9589	225
977	9597	215
978	9606	206
979	9616	196
980	9626	186
981	9635	176
982	9644	166
983	9653	156
984	9662	147
985	9672	137
986	9680	127
987	9689	117
988	9698	107
989	9708	98
990	9716	88
991	9726	78
992	9737	68
993	9746	58
994	9756	49
995	9765	39
996	9774	29
997	9782	19
998	9792	9
999	9801	0
